timepoint_id,timestamp,timeseries
406,40_Q1_21,2040_Q1
407,40_Q1_22,2040_Q1
408,40_Q1_23,2040_Q1
409,40_Q2_0,2040_Q2
410,40_Q2_1,2040_Q2
411,40_Q2_2,2040_Q2
412,40_Q2_3,2040_Q2
413,40_Q2_4,2040_Q2
414,40_Q2_5,2040_Q2
415,40_Q2_6,2040_Q2
416,40_Q2_7,2040_Q2
417,40_Q2_8,2040_Q2
418,40_Q2_9,2040_Q2
419,40_Q2_10,2040_Q2
420,40_Q2_11,2040_Q2
421,40_Q2_12,2040_Q2
422,40_Q2_13,2040_Q2
423,40_Q2_14,2040_Q2
424,40_Q2_15,2040_Q2
425,40_Q2_16,2040_Q2
426,40_Q2_17,2040_Q2
427,40_Q2_18,2040_Q2
428,40_Q2_19,2040_Q2
429,40_Q2_20,2040_Q2
430,40_Q2_21,2040_Q2
431,40_Q2_22,2040_Q2
432,40_Q2_23,2040_Q2
433,40_Q3_0,2040_Q3
434,40_Q3_1,2040_Q3
435,40_Q3_2,2040_Q3
436,40_Q3_3,2040_Q3
437,40_Q3_4,2040_Q3
438,40_Q3_5,2040_Q3
439,40_Q3_6,2040_Q3
440,40_Q3_7,2040_Q3
441,40_Q3_8,2040_Q3
442,40_Q3_9,2040_Q3
443,40_Q3_10,2040_Q3
444,40_Q3_11,2040_Q3
445,40_Q3_12,2040_Q3
446,40_Q3_13,2040_Q3
447,40_Q3_14,2040_Q3
448,40_Q3_15,2040_Q3
449,40_Q3_16,2040_Q3
450,40_Q3_17,2040_Q3
451,40_Q3_18,2040_Q3
452,40_Q3_19,2040_Q3
453,40_Q3_20,2040_Q3
454,40_Q3_21,2040_Q3
455,40_Q3_22,2040_Q3
456,40_Q3_23,2040_Q3
457,40_Q4_0,2040_Q4
458,40_Q4_1,2040_Q4
459,40_Q4_2,2040_Q4
460,40_Q4_3,2040_Q4
461,40_Q4_4,2040_Q4
462,40_Q4_5,2040_Q4
463,40_Q4_6,2040_Q4
464,40_Q4_7,2040_Q4
465,40_Q4_8,2040_Q4
466,40_Q4_9,2040_Q4
467,40_Q4_10,2040_Q4
468,40_Q4_11,2040_Q4
469,40_Q4_12,2040_Q4
470,40_Q4_13,2040_Q4
471,40_Q4_14,2040_Q4
472,40_Q4_15,2040_Q4
473,40_Q4_16,2040_Q4
474,40_Q4_17,2040_Q4
475,40_Q4_18,2040_Q4
476,40_Q4_19,2040_Q4
477,40_Q4_20,2040_Q4
478,40_Q4_21,2040_Q4
479,40_Q4_22,2040_Q4
480,40_Q4_23,2040_Q4
481,45_Q1_0,2045_Q1
482,45_Q1_1,2045_Q1
483,45_Q1_2,2045_Q1
484,45_Q1_3,2045_Q1
485,45_Q1_4,2045_Q1
486,45_Q1_5,2045_Q1
487,45_Q1_6,2045_Q1
488,45_Q1_7,2045_Q1
489,45_Q1_8,2045_Q1
490,45_Q1_9,2045_Q1
491,45_Q1_10,2045_Q1
492,45_Q1_11,2045_Q1
493,45_Q1_12,2045_Q1
494,45_Q1_13,2045_Q1
495,45_Q1_14,2045_Q1
496,45_Q1_15,2045_Q1
497,45_Q1_16,2045_Q1
498,45_Q1_17,2045_Q1
499,45_Q1_18,2045_Q1
500,45_Q1_19,2045_Q1
501,45_Q1_20,2045_Q1
502,45_Q1_21,2045_Q1
503,45_Q1_22,2045_Q1
504,45_Q1_23,2045_Q1
505,45_Q2_0,2045_Q2
506,45_Q2_1,2045_Q2
507,45_Q2_2,2045_Q2
508,45_Q2_3,2045_Q2
509,45_Q2_4,2045_Q2
510,45_Q2_5,2045_Q2
511,45_Q2_6,2045_Q2
512,45_Q2_7,2045_Q2
513,45_Q2_8,2045_Q2
514,45_Q2_9,2045_Q2
515,45_Q2_10,2045_Q2
516,45_Q2_11,2045_Q2
517,45_Q2_12,2045_Q2
518,45_Q2_13,2045_Q2
519,45_Q2_14,2045_Q2
520,45_Q2_15,2045_Q2
521,45_Q2_16,2045_Q2
522,45_Q2_17,2045_Q2
523,45_Q2_18,2045_Q2
524,45_Q2_19,2045_Q2
525,45_Q2_20,2045_Q2
526,45_Q2_21,2045_Q2
527,45_Q2_22,2045_Q2
528,45_Q2_23,2045_Q2
529,45_Q3_0,2045_Q3
530,45_Q3_1,2045_Q3
531,45_Q3_2,2045_Q3
532,45_Q3_3,2045_Q3
533,45_Q3_4,2045_Q3
534,45_Q3_5,2045_Q3
535,45_Q3_6,2045_Q3
536,45_Q3_7,2045_Q3
537,45_Q3_8,2045_Q3
538,45_Q3_9,2045_Q3
539,45_Q3_10,2045_Q3
540,45_Q3_11,2045_Q3
541,45_Q3_12,2045_Q3
542,45_Q3_13,2045_Q3
543,45_Q3_14,2045_Q3
544,45_Q3_15,2045_Q3
545,45_Q3_16,2045_Q3
546,45_Q3_17,2045_Q3
547,45_Q3_18,2045_Q3
548,45_Q3_19,2045_Q3
549,45_Q3_20,2045_Q3
550,45_Q3_21,2045_Q3
551,45_Q3_22,2045_Q3
552,45_Q3_23,2045_Q3
553,45_Q4_0,2045_Q4
554,45_Q4_1,2045_Q4
555,45_Q4_2,2045_Q4
556,45_Q4_3,2045_Q4
557,45_Q4_4,2045_Q4
558,45_Q4_5,2045_Q4
559,45_Q4_6,2045_Q4
560,45_Q4_7,2045_Q4
561,45_Q4_8,2045_Q4
562,45_Q4_9,2045_Q4
563,45_Q4_10,2045_Q4
564,45_Q4_11,2045_Q4
565,45_Q4_12,2045_Q4
566,45_Q4_13,2045_Q4
567,45_Q4_14,2045_Q4
568,45_Q4_15,2045_Q4
569,45_Q4_16,2045_Q4
570,45_Q4_17,2045_Q4
571,45_Q4_18,2045_Q4
572,45_Q4_19,2045_Q4
573,45_Q4_20,2045_Q4
574,45_Q4_21,2045_Q4
575,45_Q4_22,2045_Q4
576,45_Q4_23,2045_Q4
