Varia por bloque?       ,    2,Unidad  ,$/MWh  ,     2,    12,  2022  
Varia por serie?        ,    1                                        
# de agentes            ,    2                                        
Etap,Ser.,Bloq,COLOMBIA    ,ECUADOR                                   
  38,  51,   2, 0.44356E-01, 0.44366E-01                              
  38,  51,   3, 0.44356E-01, 0.44366E-01                              
  38,  51,   4, 0.44356E-01, 0.44366E-01                              
  38,  51,   5, 0.44356E-01,  33.624                                  
  38,  52,   1, 0.10003E-01,  5.8567                                  
  38,  52,   2, 0.10002E-01, 0.10012E-01                              
  38,  52,   3, 0.10002E-01, 0.10012E-01                              
  38,  52,   4, 0.10002E-01, 0.10012E-01                              
  38,  52,   5, 0.10002E-01,  2.7545                                  
  38,  53,   1, 0.10001E-01,  7.1503                                  
  38,  53,   2, 0.10001E-01, 0.10011E-01                              
  38,  53,   3, 0.10001E-01, 0.10011E-01                              
  38,  53,   4, 0.10001E-01, 0.10011E-01                              
  38,  53,   5, 0.10001E-01,  4.1099                                  
  38,  54,   1, 0.10078E-01,  29.153                                  
  38,  54,   2, 0.10075E-01, 0.10085E-01                              
  38,  54,   3, 0.10075E-01, 0.10085E-01                              
  38,  54,   4, 0.10075E-01, 0.10085E-01                              
  38,  54,   5, 0.10075E-01,  27.093                                  
  38,  55,   1, 0.10161E-01,  30.391                                  
  38,  55,   2, 0.10138E-01, 0.10148E-01                              
  38,  55,   3, 0.10138E-01, 0.10148E-01                              
  38,  55,   4, 0.10138E-01, 0.10148E-01                              
  38,  55,   5, 0.10138E-01,  28.377                                  
  38,  56,   1, 0.15823E-01,  17.867                                  
  38,  56,   2, 0.15823E-01, 0.15833E-01                              
  38,  56,   3, 0.15823E-01, 0.15833E-01                              
  38,  56,   4, 0.15823E-01, 0.15833E-01                              
  38,  56,   5, 0.15823E-01,  15.376                                  
  38,  57,   1, 0.10272E-01,  30.227                                  
  38,  57,   2, 0.10183E-01, 0.10193E-01                              
  38,  57,   3, 0.10183E-01, 0.10193E-01                              
  38,  57,   4, 0.10183E-01, 0.10193E-01                              
  38,  57,   5, 0.10183E-01,  28.237                                  
  38,  58,   1, 0.10000E-01,  5.4822                                  
  38,  58,   2, 0.10000E-01, 0.10010E-01                              
  38,  58,   3, 0.10000E-01, 0.10010E-01                              
  38,  58,   4, 0.10000E-01, 0.10010E-01                              
  38,  58,   5, 0.10000E-01,  2.3659                                  
  38,  59,   1, 0.11071E-01,  5.2751                                  
  38,  59,   2, 0.11054E-01, 0.11064E-01                              
  38,  59,   3, 0.11054E-01, 0.11064E-01                              
  38,  59,   4, 0.11054E-01, 0.11064E-01                              
  38,  59,   5, 0.11054E-01,  2.0959                                  
  38,  60,   1, 0.10008E-01,  38.057                                  
  38,  60,   2, 0.10008E-01, 0.10018E-01                              
  38,  60,   3, 0.10008E-01, 0.10018E-01                              
  38,  60,   4, 0.10008E-01, 0.10018E-01                              
  38,  60,   5, 0.10008E-01,  36.449                                  
  38,  61,   1, 0.10005E-01,  5.3038                                  
  38,  61,   2, 0.10004E-01, 0.10014E-01                              
  38,  61,   3, 0.10003E-01, 0.10013E-01                              
  38,  61,   4, 0.10004E-01, 0.10014E-01                              
  38,  61,   5, 0.10004E-01,  2.0926                                  
  38,  62,   1, 0.10013E-01,  10.328                                  
  38,  62,   2, 0.10012E-01, 0.10022E-01                              
  38,  62,   3, 0.10012E-01, 0.10022E-01                              
  38,  62,   4, 0.10012E-01, 0.10022E-01                              
  38,  62,   5, 0.10012E-01,  7.3739                                  
  38,  63,   1, 0.10061E-01,  7.1541                                  
  38,  63,   2, 0.10023E-01, 0.10033E-01                              
  38,  63,   3, 0.10023E-01, 0.10033E-01                              
  38,  63,   4, 0.10023E-01, 0.10033E-01                              
  38,  63,   5, 0.10023E-01,  4.1138                                  
  38,  64,   1,  23.399    ,  94.425                                  
  38,  64,   2,  21.855    ,  21.855                                  
  38,  64,   3,  21.855    ,  21.855                                  
  38,  64,   4,  21.855    ,  21.855                                  
  38,  64,   5,  21.855    ,  92.190                                  
  38,  65,   1, 0.10018E-01,  38.089                                  
  38,  65,   2, 0.10018E-01, 0.10028E-01                              
  38,  65,   3, 0.10018E-01, 0.10028E-01                              
  38,  65,   4, 0.10018E-01, 0.10028E-01                              
  38,  65,   5, 0.10018E-01,  36.518                                  
  38,  66,   1, 0.10040E-01,  22.744                                  
  38,  66,   2, 0.10012E-01, 0.10022E-01                              
  38,  66,   3, 0.10012E-01, 0.10022E-01                              
  38,  66,   4, 0.10012E-01, 0.10022E-01                              
  38,  66,   5, 0.10012E-01,  20.432                                  
  38,  67,   1, 0.10589E-01,  29.194                                  
  38,  67,   2, 0.10454E-01, 0.10464E-01                              
  38,  67,   3, 0.10454E-01, 0.10464E-01                              
  38,  67,   4, 0.10454E-01, 0.10464E-01                              
  38,  67,   5, 0.10454E-01,  27.249                                  
  38,  68,   1, 0.10006E-01,  43.616                                  
  38,  68,   2, 0.10006E-01, 0.10016E-01                              
  38,  68,   3, 0.10006E-01, 0.10016E-01                              
  38,  68,   4, 0.10006E-01, 0.10016E-01                              
  38,  68,   5, 0.10006E-01,  42.714                                  
  38,  69,   1, 0.10003E-01,  17.680                                  
  38,  69,   2, 0.10002E-01, 0.10012E-01                              
  38,  69,   3, 0.10002E-01, 0.10012E-01                              
  38,  69,   4, 0.10002E-01, 0.10012E-01                              
  38,  69,   5, 0.10002E-01,  15.200                                  
  38,  70,   1, 0.10007E-01,  31.224                                  
  38,  70,   2, 0.10006E-01, 0.10016E-01                              
  38,  70,   3, 0.10006E-01, 0.10016E-01                              
  38,  70,   4, 0.10006E-01, 0.10016E-01                              
  38,  70,   5, 0.10006E-01,  29.452                                  
  38,  71,   1, 0.10000E-01,  5.3917                                  
  38,  71,   2, 0.10000E-01, 0.10010E-01                              
  38,  71,   3, 0.10000E-01, 0.10010E-01                              
  38,  71,   4, 0.10000E-01, 0.10010E-01                              
  38,  71,   5, 0.10000E-01,  2.1012                                  
  38,  72,   1, 0.10005E-01,  51.253                                  
  38,  72,   2, 0.10004E-01, 0.10014E-01                              
  38,  72,   3, 0.10004E-01, 0.10014E-01                              
  38,  72,   4, 0.10004E-01, 0.10014E-01                              
  38,  72,   5, 0.10004E-01,  49.881                                  
  38,  73,   1, 0.10001E-01,  5.7110                                  
  38,  73,   2, 0.10001E-01, 0.10011E-01                              
  38,  73,   3, 0.10001E-01, 0.10011E-01                              
  38,  73,   4, 0.10001E-01, 0.10011E-01                              
  38,  73,   5, 0.10001E-01,  2.3362                                  
  38,  74,   1, 0.10002E-01,  46.944                                  
  38,  74,   2, 0.10002E-01, 0.10012E-01                              
  38,  74,   3, 0.10002E-01, 0.10012E-01                              
  38,  74,   4, 0.10002E-01, 0.10012E-01                              
  38,  74,   5, 0.10002E-01,  45.791                                  
  38,  75,   1, 0.10002E-01,  75.959                                  
  38,  75,   2, 0.10002E-01, 0.10012E-01                              
  38,  75,   3, 0.10002E-01, 0.10012E-01                              
  38,  75,   4, 0.10002E-01, 0.10012E-01                              
  38,  75,   5, 0.10002E-01,  72.986                                  
  38,  76,   1,  22.195    ,  5.2056                                  
  38,  76,   2,  21.855    ,  5.7310                                  
  38,  76,   3,  21.855    ,  2.0942                                  
  38,  76,   4,  21.855    ,  2.0836                                  
  38,  76,   5,  21.855    ,  2.0813                                  
  38,  77,   1, 0.10001E-01,  38.284                                  
  38,  77,   2, 0.10001E-01, 0.10011E-01                              
  38,  77,   3, 0.10001E-01, 0.10011E-01                              
  38,  77,   4, 0.10001E-01, 0.10011E-01                              
  38,  77,   5, 0.10001E-01,  36.700                                  
  38,  78,   1, 0.10002E-01,  7.2002                                  
  38,  78,   2, 0.10002E-01, 0.10012E-01                              
  38,  78,   3, 0.10002E-01, 0.10012E-01                              
  38,  78,   4, 0.10002E-01, 0.10012E-01                              
  38,  78,   5, 0.10002E-01,  4.1656                                  
  38,  79,   1, 0.10489E-01,  46.786                                  
  38,  79,   2, 0.10489E-01, 0.10499E-01                              
  38,  79,   3, 0.10489E-01, 0.10499E-01                              
  38,  79,   4, 0.10489E-01, 0.10499E-01                              
  38,  79,   5, 0.10489E-01,  45.895                                  
  38,  80,   1, 0.10002E-01,  7.6746                                  
  38,  80,   2, 0.10002E-01, 0.10012E-01                              
  38,  80,   3, 0.10002E-01, 0.10012E-01                              
  38,  80,   4, 0.10002E-01, 0.10012E-01                              
  38,  80,   5, 0.10002E-01,  4.6719                                  
  38,  81,   1,  23.142    ,  38.024                                  
  38,  81,   2,  21.855    ,  21.855                                  
  38,  81,   3,  21.855    ,  21.855                                  
  38,  81,   4,  21.855    ,  21.855                                  
  38,  81,   5,  21.855    ,  36.651                                  
  38,  82,   1, 0.10017E-01,  37.458                                  
  38,  82,   2, 0.10011E-01, 0.10021E-01                              
  38,  82,   3, 0.10011E-01, 0.10021E-01                              
  38,  82,   4, 0.10011E-01, 0.10021E-01                              
  38,  82,   5, 0.10011E-01,  35.831                                  
  38,  83,   1, 0.10010E-01,  18.162                                  
  38,  83,   2, 0.10010E-01, 0.10020E-01                              
  38,  83,   3, 0.10010E-01, 0.10020E-01                              
  38,  83,   4, 0.10010E-01, 0.10020E-01                              
  38,  83,   5, 0.10010E-01,  15.706                                  
  38,  84,   1, 0.10004E-01,  7.1514                                  
  38,  84,   2, 0.10002E-01, 0.10012E-01                              
  38,  84,   3, 0.10002E-01, 0.10012E-01                              
  38,  84,   4, 0.10002E-01, 0.10012E-01                              
  38,  84,   5, 0.10002E-01,  4.0940                                  
  38,  85,   1, 0.10027E-01,  35.742                                  
  38,  85,   2, 0.10011E-01, 0.10021E-01                              
  38,  85,   3, 0.10011E-01, 0.10021E-01                              
  38,  85,   4, 0.10011E-01, 0.10021E-01                              
  38,  85,   5, 0.10011E-01,  33.401                                  
  38,  86,   1, 0.10012E-01,  45.598                                  
  38,  86,   2, 0.10010E-01, 0.10020E-01                              
  38,  86,   3, 0.10010E-01, 0.10020E-01                              
  38,  86,   4, 0.10010E-01, 0.10020E-01                              
  38,  86,   5, 0.10010E-01,  44.565                                  
  38,  87,   1, 0.10129E-01,  73.377                                  
  38,  87,   2, 0.10001E-01, 0.10011E-01                              
  38,  87,   3, 0.10001E-01, 0.10011E-01                              
  38,  87,   4, 0.10001E-01, 0.10011E-01                              
  38,  87,   5, 0.10001E-01,  70.555                                  
  38,  88,   1, 0.10009E-01,  40.829                                  
  38,  88,   2, 0.10009E-01, 0.10019E-01                              
  38,  88,   3, 0.10009E-01, 0.10019E-01                              
  38,  88,   4, 0.10009E-01, 0.10019E-01                              
  38,  88,   5, 0.10009E-01,  39.716                                  
  38,  89,   1, 0.10005E-01,  5.2539                                  
  38,  89,   2, 0.10004E-01, 0.10014E-01                              
  38,  89,   3, 0.10004E-01, 0.10014E-01                              
  38,  89,   4, 0.10004E-01, 0.10014E-01                              
  38,  89,   5, 0.10004E-01,  2.0714                                  
  38,  90,   1, 0.10160E-01,  5.3169                                  
  38,  90,   2, 0.10154E-01, 0.10164E-01                              
  38,  90,   3, 0.10154E-01, 0.10164E-01                              
  38,  90,   4, 0.10154E-01, 0.10164E-01                              
  38,  90,   5, 0.10154E-01,  2.0692                                  
  38,  91,   1, 0.10008E-01,  20.079                                  
  38,  91,   2, 0.10003E-01, 0.10013E-01                              
  38,  91,   3, 0.10003E-01, 0.10013E-01                              
  38,  91,   4, 0.10003E-01, 0.10013E-01                              
  38,  91,   5, 0.10003E-01,  17.720                                  
  38,  92,   1, 0.10650E-01,  11.715                                  
  38,  92,   2, 0.10623E-01, 0.10633E-01                              
  38,  92,   3, 0.10623E-01, 0.10633E-01                              
  38,  92,   4, 0.10623E-01, 0.10633E-01                              
  38,  92,   5, 0.10623E-01,  8.7624                                  
  38,  93,   1, 0.10030E-01,  41.011                                  
  38,  93,   2, 0.10011E-01, 0.10021E-01                              
  38,  93,   3, 0.10011E-01, 0.10021E-01                              
  38,  93,   4, 0.10011E-01, 0.10021E-01                              
  38,  93,   5, 0.10011E-01,  39.629                                  
  38,  94,   1, 0.10005E-01,  26.386                                  
  38,  94,   2, 0.10004E-01, 0.10014E-01                              
  38,  94,   3, 0.10004E-01, 0.10014E-01                              
  38,  94,   4, 0.10004E-01, 0.10014E-01                              
  38,  94,   5, 0.10004E-01,  22.541                                  
  38,  95,   1, 0.10050E-01,  1497.9                                  
  38,  95,   2, 0.10048E-01, 0.10058E-01                              
  38,  95,   3, 0.10048E-01, 0.10058E-01                              
  38,  95,   4, 0.10048E-01, 0.10058E-01                              
  38,  95,   5, 0.10048E-01,  1451.7                                  
  38,  96,   1, 0.10011E-01,  9.5622                                  
  38,  96,   2, 0.10009E-01, 0.10019E-01                              
  38,  96,   3, 0.10009E-01, 0.10019E-01                              
  38,  96,   4, 0.10009E-01, 0.10019E-01                              
  38,  96,   5, 0.10009E-01,  6.6058                                  
  38,  97,   1, 0.10332E-01,  13.858                                  
  38,  97,   2, 0.10315E-01, 0.10325E-01                              
  38,  97,   3, 0.10315E-01, 0.10325E-01                              
  38,  97,   4, 0.10315E-01, 0.10325E-01                              
  38,  97,   5, 0.10315E-01,  11.148                                  
  38,  98,   1, 0.10000E-01,  5.2006                                  
  38,  98,   2, 0.10000E-01, 0.10010E-01                              
  38,  98,   3, 0.10000E-01, 0.10010E-01                              
  38,  98,   4, 0.10000E-01, 0.10010E-01                              
  38,  98,   5, 0.10000E-01,  2.0735                                  
  38,  99,   1,  20.765    ,  16.884                                  
  38,  99,   2,  20.765    ,  17.104                                  
  38,  99,   3,  20.765    ,  14.358                                  
  38,  99,   4,  20.765    ,  14.246                                  
  38,  99,   5,  20.765    ,  14.254                                  
  38, 100,   1, 0.10067E-01,  18.631                                  
  38, 100,   2, 0.10067E-01, 0.10077E-01                              
  38, 100,   3, 0.10067E-01, 0.10077E-01                              
  38, 100,   4, 0.10067E-01, 0.10077E-01                              
  38, 100,   5, 0.10067E-01,  16.142                                  
  39,   1,   1, 0.10026E-01,  70.918                                  
  39,   1,   2, 0.10022E-01, 0.10032E-01                              
  39,   1,   3, 0.10022E-01, 0.10032E-01                              
  39,   1,   4, 0.10022E-01, 0.10032E-01                              
  39,   1,   5, 0.10022E-01,  69.738                                  
  39,   2,   1, 0.10387E-01,  5.1874                                  
  39,   2,   2, 0.10380E-01, 0.10390E-01                              
  39,   2,   3, 0.10380E-01, 0.10390E-01                              
  39,   2,   4, 0.10380E-01, 0.10390E-01                              
  39,   2,   5, 0.10380E-01,  2.0687                                  
  39,   3,   1, 0.10007E-01,  5.6571                                  
  39,   3,   2, 0.10007E-01, 0.10017E-01                              
  39,   3,   3, 0.10007E-01, 0.10017E-01                              
  39,   3,   4, 0.10007E-01, 0.10017E-01                              
  39,   3,   5, 0.10007E-01,  2.5332                                  
  39,   4,   1, 0.10002E-01,  38.347                                  
  39,   4,   2, 0.10002E-01, 0.10012E-01                              
  39,   4,   3, 0.10002E-01, 0.10012E-01                              
  39,   4,   4, 0.10002E-01, 0.10012E-01                              
  39,   4,   5, 0.10002E-01,  36.936                                  
  39,   5,   1,  27.707    ,  74.598                                  
  39,   5,   2,  27.707    ,  27.707                                  
  39,   5,   3,  27.707    ,  27.707                                  
  39,   5,   4,  27.707    ,  27.707                                  
  39,   5,   5,  27.707    ,  73.191                                  
  39,   6,   1, 0.10002E-01,  5.2922                                  
  39,   6,   2, 0.10002E-01, 0.10012E-01                              
  39,   6,   3, 0.10002E-01, 0.10012E-01                              
  39,   6,   4, 0.10002E-01, 0.10012E-01                              
  39,   6,   5, 0.10002E-01,  2.1847                                  
  39,   7,   1, 0.10045E-01,  13.608                                  
  39,   7,   2, 0.10041E-01, 0.10051E-01                              
  39,   7,   3, 0.10041E-01, 0.10051E-01                              
  39,   7,   4, 0.10041E-01, 0.10051E-01                              
  39,   7,   5, 0.10041E-01,  10.889                                  
  39,   8,   1, 0.10003E-01,  7.3050                                  
  39,   8,   2, 0.10002E-01, 0.10012E-01                              
  39,   8,   3, 0.10002E-01, 0.10012E-01                              
  39,   8,   4, 0.10002E-01, 0.10012E-01                              
  39,   8,   5, 0.10002E-01,  4.2905                                  
  39,   9,   1, 0.10002E-01,  5.1921                                  
  39,   9,   2, 0.10002E-01, 0.10012E-01                              
  39,   9,   3, 0.10002E-01, 0.10012E-01                              
  39,   9,   4, 0.10002E-01, 0.10012E-01                              
  39,   9,   5, 0.10002E-01,  2.0722                                  
  39,  10,   1, 0.10000E-01,  40.779                                  
  39,  10,   2, 0.10000E-01, 0.10010E-01                              
  39,  10,   3, 0.10000E-01, 0.10010E-01                              
  39,  10,   4, 0.10000E-01, 0.10010E-01                              
  39,  10,   5, 0.10000E-01,  39.531                                  
  39,  11,   1, 0.10000E-01,  5.2231                                  
  39,  11,   2, 0.10000E-01, 0.10010E-01                              
  39,  11,   3, 0.10000E-01, 0.10010E-01                              
  39,  11,   4, 0.10000E-01, 0.10010E-01                              
  39,  11,   5, 0.10000E-01,  2.0972                                  
  39,  12,   1, 0.10007E-01,  5.3641                                  
  39,  12,   2, 0.10005E-01, 0.10015E-01                              
  39,  12,   3, 0.10005E-01, 0.10015E-01                              
  39,  12,   4, 0.10005E-01, 0.10015E-01                              
  39,  12,   5, 0.10005E-01,  2.0864                                  
  39,  13,   1, 0.26886E-01,  5.2341                                  
  39,  13,   2, 0.26806E-01, 0.26816E-01                              
  39,  13,   3, 0.26806E-01, 0.26816E-01                              
  39,  13,   4, 0.26806E-01, 0.26816E-01                              
  39,  13,   5, 0.26806E-01,  2.1114                                  
  39,  14,   1, 0.10000E-01,  106.44                                  
  39,  14,   2, 0.10000E-01, 0.10010E-01                              
  39,  14,   3, 0.10000E-01, 0.10010E-01                              
  39,  14,   4, 0.10000E-01, 0.10010E-01                              
  39,  14,   5, 0.10000E-01,  101.90                                  
  39,  15,   1, 0.10047E-01,  6.5993                                  
  39,  15,   2, 0.10036E-01, 0.10046E-01                              
  39,  15,   3, 0.10036E-01, 0.10046E-01                              
  39,  15,   4, 0.10036E-01, 0.10046E-01                              
  39,  15,   5, 0.10036E-01,  3.4989                                  
  39,  16,   1, 0.10860E-01,  74.657                                  
  39,  16,   2, 0.10860E-01, 0.10870E-01                              
  39,  16,   3, 0.10860E-01, 0.10870E-01                              
  39,  16,   4, 0.10860E-01, 0.10870E-01                              
  39,  16,   5, 0.10860E-01,  73.118                                  
  39,  17,   1, 0.13461E-01,  47.163                                  
  39,  17,   2, 0.10345E-01, 0.10355E-01                              
  39,  17,   3, 0.10345E-01, 0.10355E-01                              
  39,  17,   4, 0.10345E-01, 0.10355E-01                              
  39,  17,   5, 0.10345E-01,  46.098                                  
  39,  18,   1, 0.10007E-01,  55.529                                  
  39,  18,   2, 0.10002E-01, 0.10012E-01                              
  39,  18,   3, 0.10002E-01, 0.10012E-01                              
  39,  18,   4, 0.10002E-01, 0.10012E-01                              
  39,  18,   5, 0.10002E-01,  54.411                                  
  39,  19,   1, 0.11047E-01,  5.1942                                  
  39,  19,   2, 0.10888E-01, 0.10898E-01                              
  39,  19,   3, 0.10888E-01, 0.10898E-01                              
  39,  19,   4, 0.10888E-01, 0.10898E-01                              
  39,  19,   5, 0.10888E-01,  2.0732                                  
  39,  20,   1, 0.10026E-01,  5.2321                                  
  39,  20,   2, 0.10004E-01, 0.10014E-01                              
  39,  20,   3, 0.10004E-01, 0.10014E-01                              
  39,  20,   4, 0.10004E-01, 0.10014E-01                              
  39,  20,   5, 0.10004E-01,  2.0868                                  
  39,  21,   1, 0.10163E-01,  5.1869                                  
  39,  21,   2, 0.10124E-01, 0.10134E-01                              
  39,  21,   3, 0.10124E-01, 0.10134E-01                              
  39,  21,   4, 0.10124E-01, 0.10134E-01                              
  39,  21,   5, 0.10124E-01,  2.0796                                  
  39,  22,   1, 0.10000E-01,  18.725                                  
  39,  22,   2, 0.10000E-01, 0.10010E-01                              
  39,  22,   3, 0.10000E-01, 0.10010E-01                              
  39,  22,   4, 0.10000E-01, 0.10010E-01                              
  39,  22,   5, 0.10000E-01,  16.250                                  
  39,  23,   1, 0.10001E-01,  5.4555                                  
  39,  23,   2, 0.10001E-01, 0.10011E-01                              
  39,  23,   3, 0.10001E-01, 0.10011E-01                              
  39,  23,   4, 0.10001E-01, 0.10011E-01                              
  39,  23,   5, 0.10001E-01,  2.0751                                  
  39,  24,   1, 0.10009E-01,  13.256                                  
  39,  24,   2, 0.10009E-01, 0.10019E-01                              
  39,  24,   3, 0.10009E-01, 0.10019E-01                              
  39,  24,   4, 0.10009E-01, 0.10019E-01                              
  39,  24,   5, 0.10009E-01,  10.449                                  
  39,  25,   1, 0.10002E-01,  56.278                                  
  39,  25,   2, 0.10002E-01, 0.10012E-01                              
  39,  25,   3, 0.10002E-01, 0.10012E-01                              
  39,  25,   4, 0.10002E-01, 0.10012E-01                              
  39,  25,   5, 0.10002E-01,  55.006                                  
  39,  26,   1, 0.10007E-01,  5.2495                                  
  39,  26,   2, 0.10004E-01, 0.10014E-01                              
  39,  26,   3, 0.10005E-01, 0.10015E-01                              
  39,  26,   4, 0.10004E-01, 0.10014E-01                              
  39,  26,   5, 0.10005E-01,  2.1460                                  
  39,  27,   1, 0.10089E-01,  70.241                                  
  39,  27,   2, 0.10052E-01, 0.10062E-01                              
  39,  27,   3, 0.10052E-01, 0.10062E-01                              
  39,  27,   4, 0.10052E-01, 0.10062E-01                              
  39,  27,   5, 0.10052E-01,  69.047                                  
  39,  28,   1, 0.10016E-01,  5.2086                                  
  39,  28,   2, 0.10016E-01, 0.10026E-01                              
  39,  28,   3, 0.10016E-01, 0.10026E-01                              
  39,  28,   4, 0.10016E-01, 0.10026E-01                              
  39,  28,   5, 0.10016E-01,  2.0839                                  
  39,  29,   1, 0.10009E-01,  70.646                                  
  39,  29,   2, 0.10003E-01, 0.10013E-01                              
  39,  29,   3, 0.10003E-01, 0.10013E-01                              
  39,  29,   4, 0.10003E-01, 0.10013E-01                              
  39,  29,   5, 0.10003E-01,  69.036                                  
  39,  30,   1, 0.10003E-01,  6.4326                                  
  39,  30,   2, 0.10000E-01, 0.10010E-01                              
  39,  30,   3, 0.10000E-01, 0.10010E-01                              
  39,  30,   4, 0.10000E-01, 0.10010E-01                              
  39,  30,   5, 0.10000E-01,  2.3329                                  
  39,  31,   1, 0.10002E-01,  26.724                                  
  39,  31,   2, 0.10002E-01, 0.10012E-01                              
  39,  31,   3, 0.10002E-01, 0.10012E-01                              
  39,  31,   4, 0.10002E-01, 0.10012E-01                              
  39,  31,   5, 0.10002E-01,  24.662                                  
  39,  32,   1,  49.362    ,  5.2005                                  
  39,  32,   2,  48.959    ,  5.7182                                  
  39,  32,   3,  48.959    ,  5.5468                                  
  39,  32,   4,  48.959    ,  2.0636                                  
  39,  32,   5,  48.959    ,  2.0809                                  
  39,  33,   1,  7.4585    ,  7.1598                                  
  39,  33,   2,  7.4585    ,  7.4585                                  
  39,  33,   3,  7.4585    ,  7.4585                                  
  39,  33,   4,  7.4585    ,  4.0956                                  
  39,  33,   5,  7.4585    ,  4.1308                                  
  39,  34,   1, 0.10325E-01,  6.1821                                  
  39,  34,   2, 0.10306E-01, 0.10316E-01                              
  39,  34,   3, 0.10306E-01, 0.10316E-01                              
  39,  34,   4, 0.10306E-01, 0.10316E-01                              
  39,  34,   5, 0.10306E-01,  3.1064                                  
  39,  35,   1, 0.10004E-01,  73.530                                  
  39,  35,   2, 0.10004E-01, 0.10014E-01                              
  39,  35,   3, 0.10005E-01, 0.10015E-01                              
  39,  35,   4, 0.10004E-01, 0.10014E-01                              
  39,  35,   5, 0.10004E-01,  72.313                                  
  39,  36,   1, 0.10002E-01,  8.9050                                  
  39,  36,   2, 0.10002E-01, 0.10012E-01                              
  39,  36,   3, 0.10002E-01, 0.10012E-01                              
  39,  36,   4, 0.10002E-01, 0.10012E-01                              
  39,  36,   5, 0.10002E-01,  5.9631                                  
  39,  37,   1, 0.10001E-01,  57.618                                  
  39,  37,   2, 0.10001E-01, 0.10011E-01                              
  39,  37,   3, 0.10001E-01, 0.10011E-01                              
  39,  37,   4, 0.10001E-01, 0.10011E-01                              
  39,  37,   5, 0.10001E-01,  56.334                                  
  39,  38,   1, 0.10001E-01,  67.832                                  
  39,  38,   2, 0.10001E-01, 0.10011E-01                              
  39,  38,   3, 0.10001E-01, 0.10011E-01                              
  39,  38,   4, 0.10001E-01, 0.10011E-01                              
  39,  38,   5, 0.10001E-01,  66.274                                  
  39,  39,   1, 0.10005E-01,  6.8052                                  
  39,  39,   2, 0.10005E-01, 0.10015E-01                              
  39,  39,   3, 0.10005E-01, 0.10015E-01                              
  39,  39,   4, 0.10005E-01, 0.10015E-01                              
  39,  39,   5, 0.10005E-01,  3.7523                                  
  39,  40,   1, 0.11665E-01,  6.2381                                  
  39,  40,   2, 0.11514E-01, 0.11524E-01                              
  39,  40,   3, 0.11514E-01, 0.11524E-01                              
  39,  40,   4, 0.11514E-01, 0.11524E-01                              
  39,  40,   5, 0.11514E-01,  3.1752                                  
  39,  41,   1, 0.10002E-01,  7.3474                                  
  39,  41,   2, 0.10002E-01, 0.10012E-01                              
  39,  41,   3, 0.10002E-01, 0.10012E-01                              
  39,  41,   4, 0.10002E-01, 0.10012E-01                              
  39,  41,   5, 0.10002E-01,  4.3227                                  
  39,  42,   1, 0.10000E-01,  67.248                                  
  39,  42,   2, 0.10000E-01, 0.10010E-01                              
  39,  42,   3, 0.10000E-01, 0.10010E-01                              
  39,  42,   4, 0.10000E-01, 0.10010E-01                              
  39,  42,   5, 0.10000E-01,  65.929                                  
  39,  43,   1, 0.10007E-01,  43.799                                  
  39,  43,   2, 0.10006E-01, 0.10016E-01                              
  39,  43,   3, 0.10006E-01, 0.10016E-01                              
  39,  43,   4, 0.10006E-01, 0.10016E-01                              
  39,  43,   5, 0.10006E-01,  42.801                                  
  39,  44,   1, 0.19979E-01,  48.332                                  
  39,  44,   2, 0.11156E-01, 0.11166E-01                              
  39,  44,   3, 0.11156E-01, 0.11166E-01                              
  39,  44,   4, 0.11156E-01, 0.11166E-01                              
  39,  44,   5, 0.11156E-01,  47.361                                  
  39,  45,   1, 0.10007E-01,  10.563                                  
  39,  45,   2, 0.10007E-01, 0.10017E-01                              
  39,  45,   3, 0.10007E-01, 0.10017E-01                              
  39,  45,   4, 0.10007E-01, 0.10017E-01                              
  39,  45,   5, 0.10007E-01,  2.1312                                  
  39,  46,   1, 0.10042E-01,  40.784                                  
  39,  46,   2, 0.10038E-01, 0.10048E-01                              
  39,  46,   3, 0.10038E-01, 0.10048E-01                              
  39,  46,   4, 0.10038E-01, 0.10048E-01                              
  39,  46,   5, 0.10038E-01,  39.598                                  
  39,  47,   1, 0.10003E-01,  5.6714                                  
  39,  47,   2, 0.10002E-01, 0.10012E-01                              
  39,  47,   3, 0.10002E-01, 0.10012E-01                              
  39,  47,   4, 0.10002E-01, 0.10012E-01                              
  39,  47,   5, 0.10002E-01,  2.5781                                  
  39,  48,   1, 0.10007E-01,  5.9219                                  
  39,  48,   2, 0.10001E-01, 0.10011E-01                              
  39,  48,   3, 0.10001E-01, 0.10011E-01                              
  39,  48,   4, 0.10001E-01, 0.10011E-01                              
  39,  48,   5, 0.10001E-01,  2.8483                                  
  39,  49,   1, 0.10005E-01,  6.5586                                  
  39,  49,   2, 0.10002E-01, 0.10012E-01                              
  39,  49,   3, 0.10002E-01, 0.10012E-01                              
  39,  49,   4, 0.10002E-01, 0.10012E-01                              
  39,  49,   5, 0.10002E-01,  3.5038                                  
  39,  50,   1, 0.10003E-01,  55.961                                  
  39,  50,   2, 0.10003E-01, 0.10013E-01                              
  39,  50,   3, 0.10003E-01, 0.10013E-01                              
  39,  50,   4, 0.10003E-01, 0.10013E-01                              
  39,  50,   5, 0.10003E-01,  54.852                                  
  39,  51,   1, 0.48459E-01,  70.918                                  
