MEN_ANTIOQUIA;2009;0;0
MEN_CAUCANAR;2010;0;0
MEN_CHARQUITO;2011;0;0
MEN_CQR;2012;0;0
MEN_EMGESA;2013;0;0
MEN_EPM;2014;0;0
MEN_EPM_HERR;2015;0;0
MEN_EPM_JEPI;2016;0;0
MEN_EPM_VUEL;2017;0;0
MEN_EPSA;2018;0;0
MEN_HUILA;1987;0;0
MEN_Magallo;1988;0;0
MEN_NARPUT;1989;0;0
MEN_Naveta;1990;0;0
MEN_NORDESTE;1991;0;0
MEN_TEQUEN;1992;0;0
MEN_TOLIMA;1993;0;0
MERILECTRICA;1994;0;0
MIEL_I;1995;0;0
MIEL_II;1996;0;0
MIRAFLORES;1997;0;0
MONTANITAS;1998;0;0
MORRO_AZUL;1999;0;0
MUNA;2000;0;0
NECHI;2001;0;0
NEGRO;2002;0;0
NEGRORUCIO;2003;0;0
NEUSA;2004;0;0
NIQUIA;2005;0;0
PAIPA1;2006;0;0
PAIPA2;2007;0;0
PAIPA3;2008;0;0
PAIPA4;2009;0;0
PAJARITO;2010;0;0
PARAISO;2011;0;0
PCH_ZUCA;2012;0;0
PESCADERO;2013;0;0
PLAYAS;2014;0;0
PORCE_II;2015;0;0
PORCE_III;2016;0;0
PRADO;2017;0;0
PRADO4;2018;0;0
PROELECTRIC1;1987;0;0
PROELECTRIC1_FO2;1988;0;0
PROELECTRIC2;1989;0;0
PROELECTRIC2_FO2;1990;0;0
PROVIDENCIA;1991;0;0
Purificacion;1992;0;0
pwcon3;1993;0;0
QUEBRADONA;1994;0;0
RB_ACHU-ESPI;1995;0;0
RB_ACHURY;1996;0;0
RB_ESPI-ALIC;1997;0;0
RIOGRANDE_1;1998;0;0
rubiales;1999;0;0
RUCIO;2000;0;0
S_ACUEDU-BOG;2001;0;0
SALTO_II;2002;0;0
SALVAJINA;2003;0;0
SAN_CARLOS;2004;0;0
SAN_FRANCISCO;2005;0;0
SISGA;2006;0;0
SNMIGUEL;2007;0;0
SOGAMOSO;2008;0;0
TASAJERO1;2009;0;0
TASAJERO2;2010;0;0
TC_GECELCA3;2011;0;0
TC_GECELCA32;2012;0;0
TEBSAB;2013;0;0
TEBSAB_FO2;2014;0;0
TENCHE;2015;0;0
TERMO_YOPAL1;2016;0;0
TERMO_YOPAL2;2017;0;0
TERMOBOLIVAR;2018;0;0
TermoCaribe1;1987;0;0
TermoCaribe2;1988;0;0
TERMOCENTRO;1989;0;0
TERMOCENTRO_JA1;1990;0;0
TERMODORADA1;1991;0;0
TERMODORADA1_FO2;1992;0;0
TERMONORTE;1993;0;0
TERMOSIERRA;1994;0;0
TERMOSIERRA_FO2;1995;0;0
TermoSolo1;1996;0;0
TermoSolo2;1997;0;0
TERMOVALLE2;1998;0;0
TERMOVALLE2_CPM2;1999;0;0
Tesorito;2000;0;0
TOMINE;2001;0;0
TPIEDRAS;2002;0;0
TRONERAS;2003;0;0
TULUA_ALTO;2004;0;0
TULUA_BAJO;2005;0;0
TUNEL_CHUZA;2006;0;0
TUNJITA;2007;0;0
URRA;2008;0;0
ZIPAEMG2;2009;0;0
ZIPAEMG3;2010;0;0
ZIPAEMG4;2011;0;0
ZIPAEMG5;2012;0;0
PAIPA3;2025;1143900;5868.3
TASAJERO1;2025;605430;4891.8
PAIPA3;2030;2687700;21390
TASAJERO1;2030;1143900;5868.3
PAIPA3;2035;605430;4891.8
TASAJERO1;2035;5524200;0
PAIPA3;2040;1143900;5868.3
TASAJERO1;2040;605430;4891.8
